id,education_level,stream_or_subject_interest,recommended_degree_or_course,career_field,entry_level_job,mid_level_job,senior_level_job,key_skills_required,recommended_soft_skills,typical_university_subjects,certifications_or_extra_training,industry_growth_in_sri_lanka,global_demand_level,average_starting_salary_lkr,future_salary_range_lkr,remote_work_possibility,freelance_opportunity,automation_risk,job_description
67,Undergraduate,Maths;ICT;Science,BSc Data Engineering,Data Science,Junior Data Scientist,Data Engineer,Chief Data Officer,Machine Learning;Python;SQL;Data Viz;Statistics,Analytical Thinking;Problem Solving;Attention to Detail;Communication,Probability;Linear Algebra;Big Data;Deep Learning,IBM Data Science;Google Data Analytics;AWS Machine Learning,Very High,High,118000,630000-2520000,Yes,High,Medium,Analyzing complex data sets to help companies make data-driven decisions and building predictive models.
68,A/L Completed,Maths;ICT;Science,BSc Artificial Intelligence,Data Science,Data Analyst,Data Scientist,AI Research Scientist,Machine Learning;Python;SQL;Data Viz;Statistics,Analytical Thinking;Problem Solving;Attention to Detail;Communication,Probability;Linear Algebra;Big Data;Deep Learning,IBM Data Science;Google Data Analytics;AWS Machine Learning,Very High,Very High,113000,529000-2120000,Yes,High,Low,Analyzing complex data sets to help companies make data-driven decisions and building predictive models.
69,A/L Pending,Maths;ICT;Science,NVQ Level 4 IT Assistant,Data Science,BI Analyst,Machine Learning Engineer,Senior Data Scientist,Machine Learning;Python;SQL;Data Viz;Statistics,Analytical Thinking;Problem Solving;Attention to Detail;Communication,Probability;Linear Algebra;Big Data;Deep Learning,IBM Data Science;Google Data Analytics;AWS Machine Learning,High,Very High,170000,422000-840000,Yes,High,Medium,Analyzing complex data sets to help companies make data-driven decisions and building predictive models.
70,Career Switcher,Maths;ICT;Science,BSc Data Science,Data Science,Data Analyst,Machine Learning Engineer,Senior Data Scientist,Machine Learning;Python;SQL;Data Viz;Statistics,Analytical Thinking;Problem Solving;Attention to Detail;Communication,Probability;Linear Algebra;Big Data;Deep Learning,IBM Data Science;Google Data Analytics;AWS Machine Learning,High,Very High,168000,466000-930000,Yes,High,Medium,Analyzing complex data sets to help companies make data-driven decisions and building predictive models.
71,O/L Completed,Maths;ICT;Science,NVQ Level 4 IT Assistant,Data Science,Junior Data Scientist,Data Engineer,Senior Data Scientist,Machine Learning;Python;SQL;Data Viz;Statistics,Analytical Thinking;Problem Solving;Attention to Detail;Communication,Probability;Linear Algebra;Big Data;Deep Learning,IBM Data Science;Google Data Analytics;AWS Machine Learning,High,High,131000,564000-2250000,Yes,High,Medium,Analyzing complex data sets to help companies make data-driven decisions and building predictive models.
72,Diploma Holder,Maths;ICT;Science,BSc Data Engineering,Data Science,Junior Data Scientist,Machine Learning Engineer,Senior Data Scientist,Machine Learning;Python;SQL;Data Viz;Statistics,Analytical Thinking;Problem Solving;Attention to Detail;Communication,Probability;Linear Algebra;Big Data;Deep Learning,IBM Data Science;Google Data Analytics;AWS Machine Learning,Moderate,High,139000,599000-2400000,Yes,High,Low,Analyzing complex data sets to help companies make data-driven decisions and building predictive models.
73,A/L Pending,Maths;ICT;Science,BSc Data Engineering,Data Science,BI Analyst,Data Scientist,Chief Data Officer,Machine Learning;Python;SQL;Data Viz;Statistics,Analytical Thinking;Problem Solving;Attention to Detail;Communication,Probability;Linear Algebra;Big Data;Deep Learning,IBM Data Science;Google Data Analytics;AWS Machine Learning,Very High,Very High,135000,401000-1200000,Yes,High,Low,Analyzing complex data sets to help companies make data-driven decisions and building predictive models.
74,O/L Completed,Maths;ICT;Science,Diploma in Data Analytics,Data Science,BI Analyst,Machine Learning Engineer,AI Research Scientist,Machine Learning;Python;SQL;Data Viz;Statistics,Analytical Thinking;Problem Solving;Attention to Detail;Communication,Probability;Linear Algebra;Big Data;Deep Learning,IBM Data Science;Google Data Analytics;AWS Machine Learning,Moderate,Very High,139000,624000-2500000,Yes,High,Low,Analyzing complex data sets to help companies make data-driven decisions and building predictive models.
75,O/L Completed,Maths;ICT;Science,Diploma in Data Analytics,Data Science,Junior Data Scientist,Data Engineer,Chief Data Officer,Machine Learning;Python;SQL;Data Viz;Statistics,Analytical Thinking;Problem Solving;Attention to Detail;Communication,Probability;Linear Algebra;Big Data;Deep Learning,IBM Data Science;Google Data Analytics;AWS Machine Learning,Very High,High,118000,587000-2350000,Yes,High,Low,Analyzing complex data sets to help companies make data-driven decisions and building predictive models.
76,A/L Pending,Maths;ICT;Science,BSc Data Engineering,Data Science,Data Analyst,Data Engineer,AI Research Scientist,Machine Learning;Python;SQL;Data Viz;Statistics,Analytical Thinking;Problem Solving;Attention to Detail;Communication,Probability;Linear Algebra;Big Data;Deep Learning,IBM Data Science;Google Data Analytics;AWS Machine Learning,Very High,High,117000,618000-1850000,Yes,High,Low,Analyzing complex data sets to help companies make data-driven decisions and building predictive models.
77,Undergraduate,Maths;ICT;Science,BSc Statistics,Data Science,BI Analyst,Data Scientist,AI Research Scientist,Machine Learning;Python;SQL;Data Viz;Statistics,Analytical Thinking;Problem Solving;Attention to Detail;Communication,Probability;Linear Algebra;Big Data;Deep Learning,IBM Data Science;Google Data Analytics;AWS Machine Learning,Moderate,Medium,144000,415000-1660000,Yes,High,Low,Analyzing complex data sets to help companies make data-driven decisions and building predictive models.
78,Graduate,Maths;ICT;Science,BSc Statistics,Data Science,Junior Data Scientist,Data Scientist,Chief Data Officer,Machine Learning;Python;SQL;Data Viz;Statistics,Analytical Thinking;Problem Solving;Attention to Detail;Communication,Probability;Linear Algebra;Big Data;Deep Learning,IBM Data Science;Google Data Analytics;AWS Machine Learning,Moderate,High,168000,478000-960000,Yes,High,Medium,Analyzing complex data sets to help companies make data-driven decisions and building predictive models.
79,Undergraduate,Maths;ICT;Science,BSc Artificial Intelligence,Data Science,Junior Data Scientist,Data Engineer,Chief Data Officer,Machine Learning;Python;SQL;Data Viz;Statistics,Analytical Thinking;Problem Solving;Attention to Detail;Communication,Probability;Linear Algebra;Big Data;Deep Learning,IBM Data Science;Google Data Analytics;AWS Machine Learning,Very High,Medium,157000,597000-1790000,Yes,High,Low,Analyzing complex data sets to help companies make data-driven decisions and building predictive models.
80,O/L Completed,Maths;ICT;Science,NVQ Level 4 IT Assistant,Data Science,BI Analyst,Data Scientist,Senior Data Scientist,Machine Learning;Python;SQL;Data Viz;Statistics,Analytical Thinking;Problem Solving;Attention to Detail;Communication,Probability;Linear Algebra;Big Data;Deep Learning,IBM Data Science;Google Data Analytics;AWS Machine Learning,Moderate,Very High,111000,423000-1270000,Yes,High,Low,Analyzing complex data sets to help companies make data-driven decisions and building predictive models.
81,O/L Completed,Maths;ICT;Science,Foundation in IT,Data Science,BI Analyst,Machine Learning Engineer,Senior Data Scientist,Machine Learning;Python;SQL;Data Viz;Statistics,Analytical Thinking;Problem Solving;Attention to Detail;Communication,Probability;Linear Algebra;Big Data;Deep Learning,IBM Data Science;Google Data Analytics;AWS Machine Learning,Moderate,Very High,150000,491000-1970000,Yes,High,Low,Analyzing complex data sets to help companies make data-driven decisions and building predictive models.
82,A/L Completed,Maths;ICT;Science,BSc Artificial Intelligence,Data Science,Data Analyst,Data Engineer,Senior Data Scientist,Machine Learning;Python;SQL;Data Viz;Statistics,Analytical Thinking;Problem Solving;Attention to Detail;Communication,Probability;Linear Algebra;Big Data;Deep Learning,IBM Data Science;Google Data Analytics;AWS Machine Learning,High,Very High,120000,420000-1680000,Yes,High,Medium,Analyzing complex data sets to help companies make data-driven decisions and building predictive models.
83,Undergraduate,Maths;ICT;Science,BSc Data Science,Data Science,Data Analyst,Data Scientist,Chief Data Officer,Machine Learning;Python;SQL;Data Viz;Statistics,Analytical Thinking;Problem Solving;Attention to Detail;Communication,Probability;Linear Algebra;Big Data;Deep Learning,IBM Data Science;Google Data Analytics;AWS Machine Learning,High,Very High,142000,663000-1990000,Yes,High,Low,Analyzing complex data sets to help companies make data-driven decisions and building predictive models.
84,Diploma Holder,Maths;ICT;Science,BSc Statistics,Data Science,BI Analyst,Data Engineer,Senior Data Scientist,Machine Learning;Python;SQL;Data Viz;Statistics,Analytical Thinking;Problem Solving;Attention to Detail;Communication,Probability;Linear Algebra;Big Data;Deep Learning,IBM Data Science;Google Data Analytics;AWS Machine Learning,Very High,Very High,113000,496000-1990000,Yes,High,Low,Analyzing complex data sets to help companies make data-driven decisions and building predictive models.
85,Graduate,Maths;ICT;Science,BSc Data Science,Data Science,Junior Data Scientist,Data Engineer,AI Research Scientist,Machine Learning;Python;SQL;Data Viz;Statistics,Analytical Thinking;Problem Solving;Attention to Detail;Communication,Probability;Linear Algebra;Big Data;Deep Learning,IBM Data Science;Google Data Analytics;AWS Machine Learning,Moderate,Very High,120000,497000-1490000,Yes,High,Low,Analyzing complex data sets to help companies make data-driven decisions and building predictive models.
86,Diploma Holder,Maths;ICT;Science,Foundation in IT,Data Science,BI Analyst,Data Engineer,AI Research Scientist,Machine Learning;Python;SQL;Data Viz;Statistics,Analytical Thinking;Problem Solving;Attention to Detail;Communication,Probability;Linear Algebra;Big Data;Deep Learning,IBM Data Science;Google Data Analytics;AWS Machine Learning,High,Very High,109000,533000-1600000,Yes,High,Medium,Analyzing complex data sets to help companies make data-driven decisions and building predictive models.
87,A/L Pending,Maths;ICT;Science,NVQ Level 4 IT Assistant,Data Science,BI Analyst,Data Engineer,AI Research Scientist,Machine Learning;Python;SQL;Data Viz;Statistics,Analytical Thinking;Problem Solving;Attention to Detail;Communication,Probability;Linear Algebra;Big Data;Deep Learning,IBM Data Science;Google Data Analytics;AWS Machine Learning,Moderate,Very High,159000,437000-1750000,Yes,High,Medium,Analyzing complex data sets to help companies make data-driven decisions and building predictive models.
88,Career Switcher,Maths;ICT;Science,BSc Statistics,Data Science,Data Analyst,Machine Learning Engineer,Chief Data Officer,Machine Learning;Python;SQL;Data Viz;Statistics,Analytical Thinking;Problem Solving;Attention to Detail;Communication,Probability;Linear Algebra;Big Data;Deep Learning,IBM Data Science;Google Data Analytics;AWS Machine Learning,Moderate,Medium,160000,687000-1370000,Yes,High,Low,Analyzing complex data sets to help companies make data-driven decisions and building predictive models.
89,Graduate,Maths;ICT;Science,BSc Artificial Intelligence,Data Science,Junior Data Scientist,Data Engineer,AI Research Scientist,Machine Learning;Python;SQL;Data Viz;Statistics,Analytical Thinking;Problem Solving;Attention to Detail;Communication,Probability;Linear Algebra;Big Data;Deep Learning,IBM Data Science;Google Data Analytics;AWS Machine Learning,Very High,High,147000,613000-2450000,Yes,High,Low,Analyzing complex data sets to help companies make data-driven decisions and building predictive models.
90,O/L Completed,Maths;ICT;Science,Foundation in IT,Data Science,Data Analyst,Machine Learning Engineer,Chief Data Officer,Machine Learning;Python;SQL;Data Viz;Statistics,Analytical Thinking;Problem Solving;Attention to Detail;Communication,Probability;Linear Algebra;Big Data;Deep Learning,IBM Data Science;Google Data Analytics;AWS Machine Learning,Very High,Medium,141000,548000-1100000,Yes,High,Low,Analyzing complex data sets to help companies make data-driven decisions and building predictive models.
91,A/L Pending,Maths;ICT;Technology,BSc Cyber Security,Information Security,SOC Analyst,Security Engineer,Cyber Security Manager,Network Security;Ethical Hacking;Linux;Risk Assessment,Perseverance;Problem Solving;Ethics;Analytical Thinking,Cryptography;Network Protocols;Malware Analysis;Digital Forensics,CEH;CompTIA Security+;CISSP;CISM,Moderate,Medium,123000,487000-970000,Yes,High,Medium,Protecting computer systems and networks from cyber attacks and unauthorized access.
92,A/L Completed,Maths;ICT;Technology,BSc Information Security,Information Security,Junior Penetration Tester,Security Engineer,Chief Information Security Officer (CISO),Network Security;Ethical Hacking;Linux;Risk Assessment,Perseverance;Problem Solving;Ethics;Analytical Thinking,Cryptography;Network Protocols;Malware Analysis;Digital Forensics,CEH;CompTIA Security+;CISSP;CISM,High,Very High,106000,620000-1860000,Yes,High,Low,Protecting computer systems and networks from cyber attacks and unauthorized access.
93,Diploma Holder,Maths;ICT;Technology,BSc Computer Science,Information Security,Security Analyst Trainee,Penetration Tester,Cyber Security Manager,Network Security;Ethical Hacking;Linux;Risk Assessment,Perseverance;Problem Solving;Ethics;Analytical Thinking,Cryptography;Network Protocols;Malware Analysis;Digital Forensics,CEH;CompTIA Security+;CISSP;CISM,High,Medium,110000,647000-1940000,Yes,High,Low,Protecting computer systems and networks from cyber attacks and unauthorized access.
